0,0,0,0,0,0,0,0,0,0,0,0,0,0.10609,0.11637,0.13982,0.14703,0.13381,0.11695,0.11366,0.10791,0.1093,0.11812,0.13762,0.155,0.16133,0.17043,0.18178,0.18967,0.20023,0.21417,0.22222
0,0,0,0,0,0,0,0,0,0,0,0,0,0.093233,0.11246,0.13744,0.14664,0.13382,0.1081,0.10726,0.10999,0.11393,0.11808,0.1302,0.14375,0.14771,0.15424,0.16751,0.17623,0.18554,0.2022,0.2206
0,0,0,0,0,0,0,0,0,0,0,0,0,0.08668,0.1113,0.13506,0.14614,0.12863,0.1007,0.10006,0.10468,0.1175,0.12612,0.13379,0.13881,0.1403,0.14125,0.15095,0.16254,0.17394,0.18495,0.2022
0,0,0,0,0,0,0,0,0,0,0,0,0,0.088102,0.11534,0.13732,0.15148,0.13431,0.10118,0.095891,0.099942,0.11271,0.13282,0.14161,0.14546,0.13663,0.13185,0.13854,0.14691,0.16113,0.17007,0.17547
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10992,0.13007,0.15015,0.14913,0.11969,0.11401,0.11261,0.12076,0.13733,0.15376,0.15912,0.14241,0.12357,0.12228,0.12809,0.14107,0.15084,0.14938
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086669,0.10354,0,0.16202,0.14718,0.13985,0.13821,0.14524,0.1595,0.18339,0.18882,0.15716,0.12551,0.112,0.11267,0.12245,0.1291,0.12817
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18338,0.19449,0.1872,0.19331,0.21248,0.23896,0.22385,0.18988,0.13085,0.10117,0.10091,0.11553,0.11933,0.11438
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22466,0.2346,0.25626,0,0,0,0,0.098024,0.10358,0.11743,0.10502,0.091524
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13004,0.096764
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093271
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096355
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051724,0,0,0,0,0,0,0,0,0,0,0,0,0.086516,0.086924,0.1093
0,0,0.077326,0.080074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075133,0.08307,0.095289,0.10012,0.10192,0.11155
0,0,0,0.10958,0.11614,0.12047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085792,0.093638,0.098114,0.10299,0.10534,0.10289,0.11059
0,0,0,0,0,0.12486,0.10357,0.077989,0,0,0,0,0,0,0,0,0,0,0.075413,0.069211,0,0,0,0,0,0.087907,0.1031,0.11098,0.11544,0.10599,0.09473,0.097916
