0.00013947,0.00064309,0.0022259,0.0019034,0.0010245,0.0002471,7.6591e-05,1.5792e-05,0.00016508,8.0935e-06,4.01e-05,6.2702e-05,0.00059625,1.1081e-05,2.1436e-08,3.0867e-05,0.00018501,2.8354e-05,0.00020786,0.00071588,0.0011131,0.00076226,0.00031116,9.7147e-05,2.2669e-05,2.6898e-05,6.1192e-05,0.00010244,0.00017032,0.00019931,0.00017762,0.00013849
0.00015563,0.00029691,0.001898,0.0025528,0.0015522,0.00087076,0.00043714,2.0818e-05,3.58e-05,0.00021461,4.6849e-05,0.00013239,3.043e-05,5.3982e-05,3.6061e-05,0.00012831,0.00017073,0.00031132,3.8258e-05,0.00031001,0.00085579,0.00073929,0.00030532,0.0001065,3.3624e-05,1.8125e-05,4.5581e-05,8.1201e-05,0.00013598,0.00017057,0.00017255,0.00017012
0.00049808,0.00048995,0.0020304,0.0019557,0.0010881,0.0012985,0.0011299,0.00035114,1.5274e-05,5.3412e-05,0.00032955,0.00011482,8.5083e-05,1.1103e-05,1.9958e-05,5.9054e-05,3.7825e-05,0.00071118,0.00097111,8.7921e-05,0.00046381,0.00063572,0.00029796,0.00010793,4.7663e-05,1.6845e-05,3.6157e-05,6.8129e-05,0.00010706,0.00013572,0.00014654,0.00017156
0.0012731,0.0028447,0.0035556,0.0014091,0.00048397,4.9716e-05,0.00012297,0.00087971,8.9623e-05,0.00011017,0.00086058,0.00012551,0.00015261,7.4043e-05,0.00012594,0.0002579,0.00029796,0.00016069,7.219e-05,0.0016793,0.00022834,0.00044672,0.0002678,0.0001117,5.5999e-05,1.9619e-05,3.2912e-05,6.5477e-05,8.7835e-05,0.00010291,0.00010851,0.00013148
0.0014453,0.0029372,0.0026668,0.0002537,0.00059513,9.209e-05,0.00025096,0.00016724,0.00033468,0.00092845,5.2786e-05,0.00023934,0.00019677,9.9912e-05,7.948e-05,0.00010345,0.00023558,0.00047549,0.00036291,0.00015051,0.00014392,0.00024356,0.0002194,0.00012001,6.5374e-05,2.5295e-05,2.932e-05,6.4132e-05,8.2929e-05,8.3033e-05,8.5526e-05,0.00010525
0.00064779,0.0013937,0.00022634,0.00044619,0.00073943,0.00016362,0.0004091,0.00032896,0.00016602,9.7605e-05,0.00014717,0.00028724,0.00015677,5.1235e-05,1.5002e-05,0.00074844,0.0018745,0.00021803,0.00051268,0.00026493,0.00012887,0.00014281,0.00019217,0.0001425,8.2584e-05,3.5467e-05,1.1883e-05,3.3494e-05,6.6302e-05,7.5309e-05,8.5772e-05,0.00012876
0.00013066,0.00010041,0.00015411,0.0015912,0.0011295,0.00042199,0.00071027,0.00044328,0.00020111,0.00011131,0.0001847,0.00023064,0.00011506,3.7662e-05,0.00074339,0.00036479,0.00068574,0.003885,0.00037431,0.000343,0.00013389,0.00010619,0.00017877,0.00015722,8.7649e-05,3.9393e-05,5.2184e-06,3.0926e-06,2.01e-05,3.0502e-05,5.1871e-05,0.00012987
9.9435e-05,8.7685e-05,0.0005759,0.00080714,0.00031989,0.00089408,0.00093618,0.00042279,0.00013518,0.00011857,0.00023971,0.00022832,0.00010805,3.1217e-05,0.00088729,0.00059645,0.00056965,0.0019694,0.00031006,0.00037729,0.00012178,8.2484e-05,0.00016851,0.00015298,7.1565e-05,3.1789e-05,1.5171e-05,8.9016e-06,0.00010772,8.799e-05,0.00022712,4.4085e-05
9.485e-05,0.00012425,0.00056566,0.002777,0.00060059,0.00098382,0.00064799,0.0002626,8.5734e-05,0.00017374,0.00030426,0.00022651,7.7391e-05,0.0009877,0.00057664,0.00054721,0.0005479,0.00072814,0.00029946,0.00034312,9.1585e-05,7.0132e-05,0.00018664,0.00015483,5.3228e-05,2.1665e-05,1.6117e-05,0.00013715,5.7629e-05,1.5351e-05,1.3696e-05,0.0001142
0.00010131,0.00064892,0.0016794,0.00039456,0.00092603,0.00075662,0.00035268,0.00012933,5.7154e-05,0.00016963,0.00023857,0.00016534,6.3472e-05,0.00089667,7.9545e-06,0.001185,2.7596e-05,4.1241e-05,0.00026854,0.00027716,7.779e-05,7.8339e-05,0.00022118,0.00014714,3.3257e-05,1.6496e-05,1.2326e-05,7.3848e-05,2.7537e-05,8.6396e-06,2.2107e-06,2.4002e-05
